title	text
Coated Panel System FCPS	"Coated Panel System FCPS
FireStop coated panel system for multiple service penetrations
fischer Coated Panel System FCPS is a rock fibre core coated with ablative sealant FPC - fischer Panel Coating. FCPS is designed to provide effective and efficient firestopping seals in both vertical and horizontal applications. FCPS also helps to maintain the sound reduction index of a structure. The FCPS has been tested to BS 476 part 20 & 22, EN 1366-3 and is ETA approved and CE Marked. Design to provide up to 4 hours integrity and 2 hours insulation on a wide range of applications the FCPS will allow additional services to be added or removed and will accommodate thermal and mechanical movement of services.
Applications: Small and large openings,Cables/cable trays,Air ducts with dampers,Metallic or non-metallic pipes
Advantages: Approved for light partition walls,Can be installed dry,No coatback required for services,Excellent acoustic properties,Asbestos and halogen free
Materials: Small and large openings,Cables/cable trays,Air ducts with dampers,Metallic or non-metallic pipes"
FireStop Compound FFSC	"FireStop Compound FFSC
Structural fire resistant seal for floors and walls
fischer FFSC is a specially formulated gypsum based compound, which when mixed with water can be trowelled or poured around service penetrations in either vertical or horizontal applications. Tested to EN1366-3 and UL1479, the FFSC can provide up to 4 hours integrity and insulation. It has been designed to set within 30-45 min depending on ambient temperature, and is capable of accommodating foot traffic within 72 hours.
Applications: Metallic services with steel and cast iron pipes,Non-metallic services with FiPW intumescent pipe wrap or FFC pipe collar,Voids or cavities in floors or walls,Cable bunches
Advantages: Water based,Low VOC,Load bearing,Excellent acoustic proper-ties,Both vertical and horizontal applications,Halogen and asbestos free
Materials: Metallic services with steel and cast iron pipes,Non-metallic services with FiPW intumescent pipe wrap or FFC pipe collar,Voids or cavities in floors or walls,Cable bunches"
VentiStop Cavity Barrier - FFB-VS	"VentiStop Cavity Barrier - FFB-VS
Effective ventilated fire barrier designed to close the void between the inner and outer construction elements
FFB-VS a foil-faced stone wool pre-cut unit, which has a powerful intumescent graphite strip bonded to the exposed face. The intumescent graphite strip is pre-wrapped with a durable polythene adhesive sheet to prevent water ingress. FFB-VS has been designed to provide a 25 and 50 mm ventilation gap, that allows air flow and moisture to pass down the back of the cladding. Under fire conditions, the powerful intu-mescent along the front edge expands horizontally to close the gap and prevent the passage of fire.
Applications: Horizontal cavities between the inner and outer construction elements
Advantages: Tested up to 120 minutes integrity and 90 minutes insulation (120 min insulation with FFB-VS HP80) utilising the heating and pressure conditions of EN 1363-1: 2017 and ASFP TGD19: 2014 - Open State Cavity Barriers.,Suitable to close 25 & 50 mm ventilation gap,Voids up to 450 mm wide,Free of halogens, asbestos, fi bres and silica and is non-toxic,Long life expectancy,Contributes to green building
Materials: Horizontal cavities between the inner and outer construction elements"
Cavity FireStop Clad FCFcl	"Cavity FireStop Clad FCFcl
Designed to protect the building void between the inner and outer construction elements
FCFcl Cavity Clad comprises of a one piece closed dimension stone wool core. The product is encased with an alumi-num foil face which provides class ‘O’ rating and exhibits excellent resistance to smoke. The FCFcl Cavity Clad provides a resilient lateral compression which is required to ensure a tight fit.
Applications: Horizontal and vertical cavities between the inner and outer construction elements,Ceiling Cavity Barriers,Under Floor Cavity Barriers,Slab Edge Barriers
Advantages: Tested to EN 1366-4 & BS 476,Classification to EN 13501-2, EN 13501-1,Air Permeability to EN 1026 to 600Pa,Acoustic Isolation to EN 10140 to 31dB,Superior Level of Sustainability,Encased Fibre Migration for Air Plenum Use,Floor & Wall voids up to 590 mm wide
Materials: Horizontal and vertical cavities between the inner and outer construction elements,Ceiling Cavity Barriers,Under Floor Cavity Barriers,Slab Edge Barriers"
FireStop Foam	"FireStop Foam
A single component filler foam with effective fire resistance
fischer Firestop foam is a single component, self expanding polyurethane foam which has been designed to be self curing via the absorption of moisture from the atmosphere. The foam has excellent adhesion properties and can adhere to most building materials, when the foam sets it cures to a semi-rigid structure which accommodates low movement and vibration.
Applications: Construction joints in walls and floors,Insulating and sealing doors and windows: non-fire rated application,Backfilling material only for service penetrations,Filling general voids and cavities: nonfire rated application
Advantages: High foam yield,No post shrinkage or expansion,CFC free propellant,Effective seal against smoke,Rendered, cut, painted or sanded,High bond strength,Good adhesion to most building materials,Excellant acoustic and thermal properties
Materials: Construction joints in walls and floors,Insulating and sealing doors and windows: non-fire rated application,Backfilling material only for service penetrations,Filling general voids and cavities: nonfire rated application"
Thermal Defense Wrap TDW	"Thermal Defense Wrap TDW
Thermal defense wrap for high insulation and temperature stability
fischer TDW is ceramic based technology of bio-soluble vitreous fibres and flexible organic builders and has been designed to maintain the compartmentalization of a fire rated assembly.
Applications: Metallic services with steel and cast iron pipes,General construction joints: wall to floor to head of wall,Drywall partitions, connections,FCPS joints
Advantages: Remains flexible -10 to +160,Low VOC,High insulation and temperature stability,Pre-formed 300 mm roll,Fast and efficient installation,Remains flexible without aging
Materials: Metallic services with steel and cast iron pipes,General construction joints: wall to floor to head of wall,Drywall partitions, connections,FCPS joints"
Resin capsule FHB II-P / FHB II-PF HIGH SPEED	"Resin capsule FHB II-P / FHB II-PF HIGH SPEED
The best performance in cracked concrete
The resin capsule FHB II-P and FHB II-PF HIGH SPEED is a system component of the fischer Highbond-System FHB II for fixing maximum loads in non-cracked and cracked concrete. The European Technical Assessment Option 1 for cracked concrete and the Swiss Shock Approval offer extra security. Façades, machines and steel constructions indoors and outside can be securely fixed with the fischer Highbond-System FHB II. The resin capsule can be used with the fischer highbond anchor FHB II-A S (standard version) and the highbond anchor FHB II-A L (long version) in various steel qualities. The resin capsule can also be used in uncleaned drill holes. This saves time and money.
Applications: Guard rails,Façades,Staircases,Steel brackets,Masts,Rash protection,Steelwork constructions,Timber constructions
Advantages: The pre-portioned resin capsule FHB II-P can be used in uncleaned drill holes, making it the economical and quick solution.,It is also ideal for individual applications or under water.,The special formulation used in the resin capsule FHB II-PF HIGH SPEED ensures particularly fast setting and thus large time savings.
Materials: Guard rails,Façades,Staircases,Steel brackets,Masts,Rash protection,Steelwork constructions,Timber constructions"
Resin capsule RSB	"Resin capsule RSB
The concrete all-rounder
The resin capsule RSB is a system component of the fischer Superbond-System FSB for the introduction of high loads in cracked and non-cracked concrete. European Technical Approval Option 1 for cracked concrete including seismic loads in performance category C1 and classification into fire resistance class R120 offer added safety. Heavy steel constructions, sound barriers, and tall shelving are secured with the resin capsules, for example. The fixtures are secured with the fischer threaded rod RG M and the fischer internal threaded anchor RG MI. fischer offers a standard capsule and a short capsule. To introduce higher loads, two short capsules can be placed into the drill hole. The short hardening time means that fast work progress is still possible.
Applications: Heavy steel constructions,Silo installations,Tall shelving,Sound barriers,Guard rails,Staircases
Advantages: The pre-portioned resin capsule RSB is especially cost-effective for individual applications and overhead installations.,The ideal solution for difficult conditions and installations with no waiting time due to fast hardening: Approval-compliant processing down to -30°C, also approved for water-filled and diamond-drilled holes as well as for seismic applications in performance category C1 (only in conjunction with RG M).,For each diameter, up to three anchorage depths can be realised with the threaded rod RG M through a combination of the resin capsules RSB mini.,The use of the internal threaded anchor RG M I enables the surface-flush removal of the fixture and the reuse of the fixing point.,The angular threaded rod RG M can be set for light dynamic loads with the resin capsule system RSB in sizes M12, M16, M20 and M24 in stainless steel R with the fischer filling set.
Materials: Heavy steel constructions,Silo installations,Tall shelving,Sound barriers,Guard rails,Staircases"
Resin capsule RM II	"Resin capsule RM II
The bonded anchor for cracked concrete without drill hole cleaning
The fischer resin capsule RM II together with the threaded rod RG M is the first capsule with European Technical Assessment Option 1 for cracked concrete, which does not require hold cleaning. Steel constructions, machines or staircases outside and indoors can be fixed with the resin anchor. The resin capsule can be used with the fischer threaded rod RG M and the fischer internal threaded anchor RG MI. Hole cleaning is not necessary with the resin capsule RM II, however comparatively high loads can be supported. This allows for a fast work progress.
Applications: Steel constructions,Guard rails,Staircases,Column bases,Machines,Masts,Removable fixings,Temporary fixings, e.g. for machines,Scaffold anchoring,Overhead installations,Water-filled drill holes
Advantages: RM II is the first bonded anchor with threaded rod RG M or internal-threaded anchor RG M I that does not need drill hole cleaning. This allows fast progress and efficient installation.,In addition, the construction site is less affected by drill dust. This increases safety for the user.,The pre-portioned resin capsule is easy to use and particularly suitable for individual applications and overhead installations.,Use of the internal threaded anchor RG MI allows the surface-flush removal and reuse of the fixing point, and therefore offers the best possible flexibility.
Materials: Steel constructions,Guard rails,Staircases,Column bases,Machines,Masts,Removable fixings,Temporary fixings, e.g. for machines,Scaffold anchoring,Overhead installations,Water-filled drill holes"
Injection mortar FIS HB	"Injection mortar FIS HB
The best performance in cracked concrete
The fischer injection mortar FIS HB is a system component of the fischer Highbond-System FHB II for fixing maximum loads in non-cracked and cracked concrete. The European Technical Assessment Option 1 for cracked concrete and the Swiss Shock Approval offer extra security. Railings, machines and steel constructions indoors and outside can be securely fixed with the fischer Highbond-System FHB II. The special mortar can be used with the conical highbond anchor FHB II-A S (standard version), highbond anchor FHB II-A L (long version) in various steel qualities.
Applications: Guard rails,Façades,Staircases,Steel brackets,Machines,Silo installations,Masts,Rash protection,Steelwork constructions,Timber constructions
Advantages: The Highbond system FHB II achieves the highest load values in cracked concrete. This means that fewer fixing points and smaller anchor plates are required.,The injection mortar FIS HB can be worked with the threaded rod FHB II-A S (short version ) or L (long version). Thus, you can select the most economical solution based on requirements.,The large container shape of the injection mortar FIS HB is ideally suited to series installation.
Materials: Guard rails,Façades,Staircases,Steel brackets,Machines,Silo installations,Masts,Rash protection,Steelwork constructions,Timber constructions"
Injection mortar FIS SB	"Injection mortar FIS SB
The concrete all-rounder
The silane technology of the fischer injection mortar FIS SB enables a really high bond strength and therefore a really high load level. The European Technical Approval for cracked and non-cracked concrete and for seismic loads offers added safety. The fischer injection mortar FIS SB is suitable for use with the system components for fixation both inside and outside. It can be used with the threaded rod FIS A, the internal threaded anchor RG MI, and the rebar anchor FRA and reinforcement bars. The variable anchorage depths optimise the installation time and use of materials. The application temperatures range from -15° to +150° C depending on the mortar variant.
Applications: Heavy steel constructions,Silo installations,Tall shelving,Sound barriers,Guard rails,Staircases,Suspensions of pipes, cable trays and suspended ceilings,Temporary fixings, e.g. for machines,Scaffold anchoring
Advantages: The injection mortar FIS SB achieves a really high load level thanks to its bond strength.,Variable anchorage depths from 4x to 20x the threaded rod diameter enable perfect adaptation in line with the load to be applied, thus ensuring an optimised installation time and use of materials.,Top application temperatures of up to +150°C open up new usage areas for bonded anchors.,The processing of the mortar is even approved down to a chilly –15°C.,In combination with the internal threaded anchor RG M I, this product enables surface-flush removal and the reuse of the fixing point. This provides top flexibility.,The standard threaded rod FIS A can be set for light dynamic loads with the mortar injection system FIS SB in the sizes M12 and M16 in steel grade 8.8 or in the sizes M12, M16, M20 and M24 in stainless steel R and the fischer filling set.
Materials: Heavy steel constructions,Silo installations,Tall shelving,Sound barriers,Guard rails,Staircases,Suspensions of pipes, cable trays and suspended ceilings,Temporary fixings, e.g. for machines,Scaffold anchoring"
Injection mortar FIS EM Plus	"Injection mortar FIS EM Plus
The powerful injection mortar for rebar connections and cracked concrete
The fischer injection mortar FIS EM Plus is a high-quality epoxy mortar for top load-bearing capacity in cracked and non-cracked concrete and for seismic applications in performance categories C1 and C2. It is suitable for fixations of shear connectors for concrete layers, tall shelvings, and heavy steel constructions both inside and outside. The injection mortar is processed with the approved system components fischer threaded rod FIS A with variable anchorage depths and fischer internal threaded anchor RG M I as well as with reinforcement bars. The epoxy mortar is ideally suited for rebar connections that are installed with a large drill hole diameter and a high anchorage depth. It can also be used for diamond-drilled and water-filled drill holes.
Applications: Post-installed rebar connections,Jointers for concrete layers,Rim beam anchorings,Seismic applications,Anchorings in diamond-drilled or in waterfilled drill holes,Heavy steel constructions,Silo installations,Tall shelving,Sound barriers,Temporary or removable fixings (with internal threaded anchor RG M I)
Advantages: The ETA assessment guarantees a service life of 100 years. The expert report of IEA Stuttgart even confirms a working life up to 120 years and thus underlines the reliability and durability of the FIS EM Plus.,The optimised formulation of the epoxy resin mortar FISEMPlus leads to improved load values in cracked and non-cracked concrete.,The mortar can be used for rebar connections from diameter 8 to 40, including seismic applications.,With the threaded rod FISA, the loads to be applied can be designed variably by selecting the anchorage depth.The mortar is approved for diamond drilled and water-filled drillholes as well as seismic applications and thus offers safety under extreme conditions.,For practical use on the building site, FISEMPlus can be processed at low temperatures down to -5°C.
Materials: Post-installed rebar connections,Jointers for concrete layers,Rim beam anchorings,Seismic applications,Anchorings in diamond-drilled or in waterfilled drill holes,Heavy steel constructions,Silo installations,Tall shelving,Sound barriers,Temporary or removable fixings (with internal threaded anchor RG M I)"
Epoxy mortar FIS EB	"Epoxy mortar FIS EB
The basic epoxy mortar for applications in concrete
The fischer injection mortar FIS EB is an economical epoxy resin mortar for standard applications in cracked and and non-cracked concrete and for rebar connections. It is suitable for fixing heavy loads both inside and outside. The FIS EB is processed with the approved system components fischer threaded rod FIS A or with reinforcement bars. The FIS EB can be used in dry or wet concrete, but also in water-filled drill holes. This makes the epoxy resin mortar a secure and reliable system even in unfavourable conditions.
Applications: Heavy steel constructions,Consoles,Silo installations,Tall shelving,Post-installed rebar connections
Advantages: FIS EB is approved for post-installed rebar connections according to ETA and for use in cracked concrete according to ETA and ICC.,The injection mortar achieves a reliable performance in many applications which enables economical use.,FIS EB can be used under various installation conditions and is approved for seismic applications, making it a safe system.,Variable anchorage depths allow ideal adaptation to the load to be transmitted.
Materials: Heavy steel constructions,Consoles,Silo installations,Tall shelving,Post-installed rebar connections"
Injection mortar FIS V Plus	"Injection mortar FIS V Plus
The powerful universal mortar for concrete and masonry
The fischer high-performance mortar FIS V Plus is the universal all-rounder for the highest requirements. The styrene-free vinyl ester hybrid mortar with its numerous fixing elements is approved for fixations in cracked and non-cracked concrete as well as in masonry. However, the injection mortar is also used with the approved system components for rebar connections, the fischer remedial wall tie VBS 8, the fischer weather facing wall tie FWS II, and the stand-off installation system TherMax. The variant FIS VS Plus Low Speed enables an extended processing time at higher processing temperatures or a greater drill hole depth. The shorter hardening time of the variant FIS VW Plus High Speed enables swift work progress even at low temperatures.
Applications: Steelwork constructions,Timber constructions,Guard rails,Façades,Staircases,Steel brackets,Machines,Masts,Awnings,Canopies,Gates,Consoles,Pipelines,Gratings,Satellite antennas
Advantages: The FIS V Plus injection mortar has numerous system approvals, such as in cracked and non-cracked concrete, ma­sonry and for special applications.,The ETA assessment for a service life of 100 years offers permanent safety for all applications.,The approved use in water-filled drill holes enables a wide range of applica­tions, even under harsh environmental conditions.,FIS VW Plus High Speed has a significantly shorter hardening time than FIS V Plus, which ensures swift work progress even at low temperatures.,The FIS VS Plus Low Speed has an extended processing time that prevents the premature hardening of the mortar at higher temperatures. It is ideally suited to large drill hole depths.,The extensive range of accessories is ideally suited to the FIS V Plus injection mortar family, increases the great flexi­bility of the system and thus allows for a broad range of applications.
Materials: Steelwork constructions,Timber constructions,Guard rails,Façades,Staircases,Steel brackets,Machines,Masts,Awnings,Canopies,Gates,Consoles,Pipelines,Gratings,Satellite antennas"
Injection mortar FIS V, FIS VS LOW SPEED, FIS VW HIGH SPEED	"Injection mortar FIS V, FIS VS LOW SPEED, FIS VW HIGH SPEED
The versatile injection mortar for anchorings in masonry and cracked concrete
The fischer high-performance mortar FIS V is the universal all-rounder for the highest requirements. The styrene-free vinyl ester hybrid mortar with its numerous fixing elements is approved for fixations in cracked and non-cracked concrete as well as in masonry. However, the injection mortar is also used with the approved system components for rebar connections, the fischer remedial wall tie VBS 8, the fischer weather facing wall tie FWS II, and the stand-off installation system TherMax. The variant FIS VS LOW SPEED enables an extended processing time at higher processing temperatures or a greater drill hole depth. The shorter hardening time of the variant FIS VW HIGH SPEED enables swift work progress even at low temperatures.
Applications: Steelwork constructions,Timber constructions,Guard rails,Façades,Staircases,Steel brackets,Machines,Masts,Awnings,Canopies,Gates,Consoles,Pipelines,Gratings,Satellite antennas
Advantages: The injection mortar FIS V has a range of system approvals, for cracked and non-cracked concrete, masonry, and rebar connections, for example. FIS V is therefore the universal injection mortar family with guaranteed safety for almost every application.,FIS VW HIGH SPEED has a significantly shorter hardening time than FIS V, which ensures swift work progress even at low temperatures.,The FIS VS LOW SPEED has an extended processing time that prevents the premature hardening of the mortar at higher temperatures. It is ideally suited to large drill hole depths.,The extensive range of accessories is perfectly tailored to the injection mortar family FIS V, increases the high flexibility of the system, and thus enables a broad range of applications.
Materials: Steelwork constructions,Timber constructions,Guard rails,Façades,Staircases,Steel brackets,Machines,Masts,Awnings,Canopies,Gates,Consoles,Pipelines,Gratings,Satellite antennas"
Injection mortar FIS V Zero	"Injection mortar FIS V Zero
Maximum safety for human and nature
The fischer universal mortar FIS V Zero, based on an innovative and special formula, offers maximum safety for people and nature. The injection mortar meets the highest occupational safety requirements and is classified as ""label-free"" in accordance with the CLP Regulation. FIS V Zero is approved for fixings in cracked and non-cracked concrete, masonry and for post-installed rebar connections. Special applications, such as anchoring in water-filled boreholes, as well as installation at temperatures from -10 to 40°C, are also assessed in the ETA approval and offer maximum flexibility under any weather conditions.
Applications: Steelwork constructions,Guard rails,Handrails,Cable trays,Satellite antennas,Canopies,Consoles
Advantages: The universal mortar FIS V Zero is free from dibenzoyl peroxide, which is classified as environmentally hazardous, sensitising and eye-irritating, thus enabling its users safe application.,Due to its novel formulation and innovative ingredients, the cartridge can be disposed of in the usual residual waste and thus avoids cost-intensive hazardous waste.,Due to the non-labelled ingredients, FIS V Zero enables user-friendly and safe installation.,The injection mortar is approved for anchoring in concrete and masonry, for post-installed rebar connections and for water-filled drill holes.,The universal mortar FIS V Zero not only provides secure constructions in all building substrates, but also enables an environmental friendly application and disposal.,The possible installation temperatures from -10 to 40°C allow the universal use of FIS V Zero over the entire year.
Materials: Steelwork constructions,Guard rails,Handrails,Cable trays,Satellite antennas,Canopies,Consoles"
Injection mortar FIS VL	"Injection mortar FIS VL
The solid injection mortar for standard applications in cracked concrete and masonry
The fischer injection mortar FIS VL is a vinyl ester hybrid mortar with approval for fixing standard applications in cracked concrete and masonry. The FIS VL is processed with the approved system components fischer threaded rod FIS A and fischer internal-threaded anchor RG M I indoors and outside. The temperature resistance of the FIS VL injection mortar of -40 °C to +120 °C allows for a solid load level even when subjected to high temperature demands, thus providing great flexibility. The shorter hardening time of the variant FIS VL HIGH SPEED enables swift work progress even at low temperatures.
Applications: Steelwork constructions,Timber constructions,Guard rails,Façades,Staircases,Steel brackets,Machines,Masts,Awnings,Canopies,Gates,Consoles,Pipelines,Gratings,Satellite antennas
Advantages: The FIS VL is approved for use in cracked concrete and masonry, and achieves a high load-bearing capacity in these conditions.,The injection mortar, based on vinylester resin, allows for anchorings in water-filled drill holes (410 ml cartridges only), thus allowing for rapid progress.,The temperature resistance of the FIS VL injection mortar of -40 °C to +120 °C allows for a solid load level even when subjected to high temperature demands, thus providing great flexibility.,FIS VL HIGH SPEED has a significantly shorter curing time than FIS VL, thus also ensuring swift work progress even at low temperatures.
Materials: Steelwork constructions,Timber constructions,Guard rails,Façades,Staircases,Steel brackets,Machines,Masts,Awnings,Canopies,Gates,Consoles,Pipelines,Gratings,Satellite antennas"
Injection mortar FIS P Plus	"Injection mortar FIS P Plus
The approved injection mortar for anchorings in masonry and non-cracked concrete
The fischer injection mortar FIS P Plus is a polyester hybrid mortar with approval specifically for fixings in masonry and non-cracked concrete with a variety of masonry blocks. It is suitable for fixing fire escapes, handrails or canopies. The FIS P Plus is processed with the approved system components fischer threaded rod FIS A, fischer internal threaded rod FIS E together with the fischer injection anchor sleeves indoors and outside. It is possible to reuse cartridges already opened by simply changing static mixer. This saves time and money during installation.
Applications: Awnings,Canopies,Fireplaces,French balconies,Fire escapes,Gratings,Gates,Handrails
Advantages: With FIS P Plus, anchorings in masonry and non-cracked concrete for which approval is relevant can be realised in a particularly economical manner.,FIS P Plus 300 T can be used with stable, standard silicone injection dispensers. No special equipment is required. As a result, procurement costs can be reduced on the basis of polyester resin.
Materials: Awnings,Canopies,Fireplaces,French balconies,Fire escapes,Gratings,Gates,Handrails"
Injection mortar FIS P	"Injection mortar FIS P
The reliable injection mortar for anchorings in masonry
The fischer Injection mortar FIS P is a polyester resin mortar for the economical fixing of gratings, cantilevers and handrails in masonry which do not require approval. The FIS P is processed with the system components fischer threaded rod FIS A, fischer internal threaded rod FIS E together with the fischer injection anchor sleeves indoors and outside. Cartridges already opened can be reused by simply changing the static mixer. This saves time and money during installation.
Applications: Gratings,Gates,Handrails,Consoles,Pipelines
Advantages: The FIS P is the economical solution for anchorings in masonry that do not require approvals.,The FIS P 300 T can be used with stable, standard silicone injection dispensers. No special equipment is required. This helps to reduce procurement costs.
Materials: Gratings,Gates,Handrails,Consoles,Pipelines"
Injection mortar FIS Green	"Injection mortar FIS Green
The first approved injection mortar made with renewable raw materials
The fischer injection mortar FIS Green, made with renewable raw materials, is the first injection mortar with a European Technical Assessment for fixings in masonry and non-cracked concrete. It stands for environmental awareness, security and sustainable building. The injection mortar FIS Green is processed with the related system components indoors and outside. Like products of the fischer Greenline assortment it corresponds to class ""BIOBASED 50 - 85 %"". The regenerative material percentage is always confirmed by independent testing and certification by the DIN CERTCO / TÜV Rheinland. In addition, the injection mortar, which is exempt from labelling, has an Environmental Product Declaration (EPD) from the Institute of Construction and Environment (IBU). Thus the mortar offers a data basis for ecological building rating.
Applications: Garden,Kitchen and sanitary components,Letter boxes,Building services,Anchoring of wooden components,Securing isolation devices,For use in doors, gates and window installation,Touch-up and repair work
Advantages: The world's first injection mortar made from renewable raw materials. The proportion of regenerative material is certified by DIN CERTCO / TÜV Rheinland.,Increases the proportion of renewable raw materials used in construction projects.,Because of the European Technical Assessment granted the injection system can be used in public buildings.,The low volatile organic substance content (best possible emissions class A+ according to French VOC Directive) has a positive effect on the assessment of fixings in ""Green Building"" projects.,Bio-based source materials increase quality in the residential and working environment and preserve resources for future generations.,The injection mortar, which is exempt from labelling, reduces the hazard potential for workers and the environment.,Can be used with all the fischer injection accessories.
Materials: Garden,Kitchen and sanitary components,Letter boxes,Building services,Anchoring of wooden components,Securing isolation devices,For use in doors, gates and window installation,Touch-up and repair work"
Epoxy mortar FIS EP	"Epoxy mortar FIS EP
The cost-efficient epoxy mortar for applications in concrete
In addition to the FIS EM Plus and the FIS EB, the FIS EP belongs to the family of fischer epoxy resin mortars. The FIS EP is the economical solution for all applications in cracked and non-cracked concrete that do not require approval. In combination with the anchor rod FIS A, the loads to be introduced can be selected variably by choosing the anchorage depth.
Applications: Columns,Beams,Shear dowels,Starter bars,Polders
Advantages: FIS EP is the economical epoxy resin mortar for applications in concrete that do not require approval.,The epoxy mortar FIS EP can also be used in cracked concrete for construction site convenient installation.,With the anchor rod FIS A, the loads to be introduced can be selected variably by choosing the anchorage depth.,FIS EP can be used for smooth installation with the standard fischer accessories.
Materials: Columns,Beams,Shear dowels,Starter bars,Polders"
Can system FCS	"Can system FCS
The epoxy resin for repair work
The fischer Can System FCS is an epoxy resin system in a can. The system is ideal for filling holes and gaps in concrete and concrete-like surfaces or for reconstructing broken corners and edges. It has a high bond strength and a low shrinkage value. This guarantees a high quality of finish. FCS is a paste-like substance for applications to walls and ceilings, which is applied with a spatula. The FCS Liquid variant is liquid, can be ideally applied to the floor using a paintbrush or poured into holes and gaps.
Applications: Filling holes and cracks in concrete and similar surfaces,Reconstructing chipped corners and edges
Advantages: The FCS based on epoxy resin has a high bond strength and a low shrinkage value. This guarantees a high performance and opens up a wide range of applications.,The two product variants, FCS Liquid (low viscosity = liquid) and FCS (high viscosity = paste-like), allow for use both in horizontal situations and on walls and ceilings. Therefore, there is always the right product for every occasion.
Materials: Filling holes and cracks in concrete and similar surfaces,Reconstructing chipped corners and edges"
Highbond anchor FHB II-A L	"Highbond anchor FHB II-A L
The best performance in cracked concrete for maximum tensile loads
The fischer Highbond anchor FHB II-A L is a system component of the fischer Highbond-System FHB II. The force-controlled expanding composite anchor is ideal for fixing maximum loads in cracked and non-cracked concrete. Façade sub-structures, silo installations and heavy steel constructions, for example, can be fixed with the FHB II. The conical threaded rod can be used with approval either with the injection mortar FIS HB FIS HB or the resin capsules FHB II-P and FHB II-PF HIGH SPEED. The large anchorage depth of the threaded rod allows maximum load values. This means that fewer fixing points and smaller anchor plates are required.
Applications: Guard rails,Façades,Staircases,Steel brackets,Machines,Silo installations,Masts,Rash protection,Steelwork constructions,Timber constructions
Advantages: The large anchorage depth of the anchor rod FHB II-A L allows the system to achieve maximum load values. Thus fewer fixing points and smaller anchor plates are required.,The cone shape of the FHB II-A L anchor rods has been specially optimised for high tensile loads. As a result, the best performance in cracked concrete is achieved.,The FHB II-A L anchor rod is approved for use both with capsules and with injection mortar. This guarantees maximum flexibility in the application.,No drill hole cleaning is required, if the FHB II-A L anchor rod is used in combination with the FHB II-P/-PF capsule. This saves precious installation time.,When using the FHB II-A L in combination with the injection mortar FIS HB, push-through installation with annular gap filling is possible without the use of any further tools.
Materials: Guard rails,Façades,Staircases,Steel brackets,Machines,Silo installations,Masts,Rash protection,Steelwork constructions,Timber constructions"
Highbond anchor FHB II-A S	"Highbond anchor FHB II-A S
The best performance in cracked concrete with the least installation effort
The fischer Highbond anchor FHB II-A S is a system component of the fischer Highbond-System FHB II. The force-controlled expanding composite anchor is ideal for fixing maximum loads in cracked and non-cracked concrete. The threaded rod can be used with approval either with the injection mortar FIS HB FIS HB or the resin capsules FHB II-P and FHB II-PF HIGH SPEED. The cone shape of the anchor rod FHB II-A S is optimised for small axial and edge distances as well as thin concrete members. The low anchorage depth of the FHB II-A S reduces the drill and installation work. No drill hole cleaning is required for installation with the resin capsules. This allows a particularly economical and time-saving fixing.
Applications: Guard rails,Façades,Staircases,Steel brackets,Masts,Rash protection,Steelwork constructions,Timber constructions,Push-through installation
Advantages: The reduced anchorage depth of the FHB II-A S minimises the drilling and installation effort. In addition using the combination with FHB II-P/-PF capsule no drill hole cleaning is required. Thus allowing for an especially economical and time-saving fixing.,With the anchor rod FHB II-A S, the drill bit diameter is the same as the thread diameter. This allows for push-through installation without any tools and reduces the amount of mortar required.,The cone shape of the anchor rod FHB II-A S is optimised for small axial and edge distances in cracked concrete, as well as thin concrete members. As a result, it is suitable for a wide range of applications.,The anchor rod FHB II-A S is approved for use both with capsules and with injection mortar. This guarantees maximum flexibility in the application.
Materials: Guard rails,Façades,Staircases,Steel brackets,Masts,Rash protection,Steelwork constructions,Timber constructions,Push-through installation"
Highbond anchor FHB II-A L Inject	"Highbond anchor FHB II-A L Inject
The economical solution in cracked concrete
The Highbond anchor rod FHB II-AL Inject R is a system component of the fischer Highbond system FHB II Inject. The bonded anchor is ideal for standard fastenings in cracked concrete. With the FHB II AL Inject R for example guard rails and steel brackets are fixed outdoors. The conical anchor is set with the Highbond special mortar FIS HB.
Applications: Bridge railings,Façades,Staircases,Steel constructions,Masts
Advantages: The Highbond system FHB II Inject achieves high load values in cracked concrete.,The combination of injection mortar FIS HB and anchor rod FHB II-AL Inject R (long version) is ideally suited for serial installation outdoors.,The low drill hole depth minimizes the drilling effort, which saves time and ensures economical installation.,When using hollow drills with extraction, no drill hole cleaning is required.
Materials: Bridge railings,Façades,Staircases,Steel constructions,Masts"
Highbond anchor FHB II-A S Inject	"Highbond anchor FHB II-A S Inject
The economical solution in cracked concrete
The Highbond anchor rod FHB II-AS Inject R is a system component of the fischer Highbond system FHB II Inject. The bonded anchor is ideal for standard fastenings in cracked concrete. With the FHB II AS Inject R for example guard rails and steel constructions are fixed outdoors. The conical anchor is set with the Highbond special mortar FIS HB.
Applications: Guard rails,Façades,Staircases,Steel constructions,Masts
Advantages: The Highbond system FHB II Inject achieves high load values in cracked concrete.,The combination of injection mortar FIS HB and anchor rod FHB II-AS Inject R (short version) is ideally suited for serial installation outdoors.,The low drill hole depth minimizes the drilling effort, which saves time and ensures economical installation.,When using hollow drills with extraction, no drill hole cleaning is required.
Materials: Guard rails,Façades,Staircases,Steel constructions,Masts"
